transaction_id,timestamp,stock_symbol,price,quantity,order_type,exchange,minute,volume
tx_9911115,2023-10-01 09:13:00,AAPL,148.39,3,buy,NASDAQ,2023-10-01 09:13:00,248
tx_4073416,2023-10-01 09:13:00,AAPL,148.39,90,buy,NYSE,2023-10-01 09:13:00,248
tx_5881232,2023-10-01 09:14:00,AAPL,148.8,37,buy,NYSE,2023-10-01 09:14:00,111
tx_2493832,2023-10-01 09:14:00,AAPL,148.8,19,buy,NYSE,2023-10-01 09:14:00,111
tx_3575281,2023-10-01 09:14:00,AAPL,148.8,48,sell,NASDAQ,2023-10-01 09:14:00,111
tx_8050171,2023-10-01 09:14:00,AAPL,148.8,7,sell,NYSE,2023-10-01 09:14:00,111
tx_8885391,2023-10-01 09:15:00,AAPL,148.49,67,sell,NASDAQ,2023-10-01 09:15:00,492
tx_9757008,2023-10-01 09:15:00,AAPL,148.49,14,buy,NYSE,2023-10-01 09:15:00,492
tx_3878249,2023-10-01 09:15:00,AAPL,148.49,81,buy,NASDAQ,2023-10-01 09:15:00,492
tx_6350825,2023-10-01 09:15:00,AAPL,148.49,31,buy,NASDAQ,2023-10-01 09:15:00,492
tx_1271763,2023-10-01 09:15:00,AAPL,148.49,99,buy,NYSE,2023-10-01 09:15:00,492
tx_6642511,2023-10-01 09:15:00,AAPL,148.49,18,buy,NYSE,2023-10-01 09:15:00,492
tx_3078546,2023-10-01 09:15:00,AAPL,148.49,75,buy,NASDAQ,2023-10-01 09:15:00,492
tx_5340636,2023-10-01 09:15:00,AAPL,148.49,58,sell,NYSE,2023-10-01 09:15:00,492
tx_5736522,2023-10-01 09:15:00,AAPL,148.49,49,sell,NYSE,2023-10-01 09:15:00,492
tx_6974721,2023-10-01 09:16:00,AAPL,148.98,40,buy,NASDAQ,2023-10-01 09:16:00,519
tx_5515662,2023-10-01 09:16:00,AAPL,148.98,97,buy,NASDAQ,2023-10-01 09:16:00,519
tx_3468202,2023-10-01 09:16:00,AAPL,148.98,61,sell,NASDAQ,2023-10-01 09:16:00,519
tx_1880055,2023-10-01 09:16:00,AAPL,148.98,9,buy,NASDAQ,2023-10-01 09:16:00,519
tx_6359761,2023-10-01 09:16:00,AAPL,148.98,84,sell,NASDAQ,2023-10-01 09:16:00,519
tx_2911705,2023-10-01 09:16:00,AAPL,148.98,29,sell,NYSE,2023-10-01 09:16:00,519
tx_1804316,2023-10-01 09:16:00,AAPL,148.98,12,sell,NYSE,2023-10-01 09:16:00,519
tx_8290905,2023-10-01 09:16:00,AAPL,148.98,9,buy,NYSE,2023-10-01 09:16:00,519
tx_5445847,2023-10-01 09:16:00,AAPL,148.98,87,buy,NASDAQ,2023-10-01 09:16:00,519
tx_3981797,2023-10-01 09:16:00,AAPL,148.98,91,buy,NASDAQ,2023-10-01 09:16:00,519
tx_6741978,2023-10-01 09:18:00,AAPL,149.62,81,buy,NASDAQ,2023-10-01 09:18:00,448
tx_7437242,2023-10-01 09:18:00,AAPL,149.62,42,buy,NASDAQ,2023-10-01 09:18:00,448
tx_4050193,2023-10-01 09:18:00,AAPL,149.62,54,buy,NASDAQ,2023-10-01 09:18:00,448
tx_9115711,2023-10-01 09:18:00,AAPL,149.62,75,sell,NASDAQ,2023-10-01 09:18:00,448
tx_1872018,2023-10-01 09:18:00,AAPL,149.62,2,buy,NASDAQ,2023-10-01 09:18:00,448
tx_5644471,2023-10-01 09:18:00,AAPL,149.62,72,buy,NASDAQ,2023-10-01 09:18:00,448
tx_8943950,2023-10-01 09:18:00,AAPL,149.62,3,sell,NASDAQ,2023-10-01 09:18:00,448
tx_7381637,2023-10-01 09:18:00,AAPL,149.62,99,buy,NASDAQ,2023-10-01 09:18:00,448
tx_6404369,2023-10-01 09:18:00,AAPL,149.62,20,buy,NASDAQ,2023-10-01 09:18:00,448
tx_3891525,2023-10-01 09:19:00,AAPL,149.19,19,buy,NASDAQ,2023-10-01 09:19:00,128
tx_3192916,2023-10-01 09:19:00,AAPL,149.19,17,sell,NYSE,2023-10-01 09:19:00,128
tx_3240484,2023-10-01 09:19:00,AAPL,149.19,92,buy,NASDAQ,2023-10-01 09:19:00,128
tx_2933725,2023-10-01 09:20:00,AAPL,149.35,58,sell,NASDAQ,2023-10-01 09:20:00,156
tx_6925245,2023-10-01 09:20:00,AAPL,149.35,5,buy,NASDAQ,2023-10-01 09:20:00,156
tx_7984496,2023-10-01 09:20:00,AAPL,149.35,93,sell,NASDAQ,2023-10-01 09:20:00,156
tx_4179205,2023-10-01 09:21:00,AAPL,149.66,49,buy,NASDAQ,2023-10-01 09:21:00,243
tx_1088189,2023-10-01 09:21:00,AAPL,149.66,38,sell,NYSE,2023-10-01 09:21:00,243
tx_9118341,2023-10-01 09:21:00,AAPL,149.66,41,buy,NASDAQ,2023-10-01 09:21:00,243
tx_8612446,2023-10-01 09:21:00,AAPL,149.66,43,sell,NASDAQ,2023-10-01 09:21:00,243
tx_1405863,2023-10-01 09:21:00,AAPL,149.66,72,sell,NYSE,2023-10-01 09:21:00,243
tx_9321036,2023-10-01 09:22:00,AAPL,149.88,94,buy,NYSE,2023-10-01 09:22:00,269
tx_4220810,2023-10-01 09:22:00,AAPL,149.88,33,buy,NASDAQ,2023-10-01 09:22:00,269
tx_4337240,2023-10-01 09:22:00,AAPL,149.88,54,sell,NASDAQ,2023-10-01 09:22:00,269
tx_7701316,2023-10-01 09:22:00,AAPL,149.88,30,sell,NASDAQ,2023-10-01 09:22:00,269
tx_8752723,2023-10-01 09:22:00,AAPL,149.88,23,buy,NASDAQ,2023-10-01 09:22:00,269
tx_4071550,2023-10-01 09:22:00,AAPL,149.88,20,sell,NASDAQ,2023-10-01 09:22:00,269
tx_6737775,2023-10-01 09:22:00,AAPL,149.88,7,buy,NYSE,2023-10-01 09:22:00,269
tx_5049435,2023-10-01 09:22:00,AAPL,149.88,8,buy,NASDAQ,2023-10-01 09:22:00,269
tx_9364646,2023-10-01 09:23:00,AAPL,149.65,6,buy,NYSE,2023-10-01 09:23:00,227
tx_2401806,2023-10-01 09:23:00,AAPL,149.65,56,buy,NASDAQ,2023-10-01 09:23:00,227
tx_2625546,2023-10-01 09:23:00,AAPL,149.65,93,buy,NASDAQ,2023-10-01 09:23:00,227
tx_1842195,2023-10-01 09:23:00,AAPL,149.65,31,buy,NASDAQ,2023-10-01 09:23:00,227
tx_7771962,2023-10-01 09:23:00,AAPL,149.65,41,sell,NYSE,2023-10-01 09:23:00,227
tx_4092656,2023-10-01 09:24:00,AAPL,149.73,6,sell,NYSE,2023-10-01 09:24:00,85
tx_3204982,2023-10-01 09:24:00,AAPL,149.73,79,buy,NASDAQ,2023-10-01 09:24:00,85
tx_9466208,2023-10-01 09:25:00,AAPL,149.74,6,sell,NYSE,2023-10-01 09:25:00,228
tx_6422402,2023-10-01 09:25:00,AAPL,149.74,26,buy,NYSE,2023-10-01 09:25:00,228
tx_3811204,2023-10-01 09:25:00,AAPL,149.74,29,buy,NASDAQ,2023-10-01 09:25:00,228
tx_6390491,2023-10-01 09:25:00,AAPL,149.74,45,buy,NYSE,2023-10-01 09:25:00,228
tx_8615075,2023-10-01 09:25:00,AAPL,149.74,35,sell,NASDAQ,2023-10-01 09:25:00,228
tx_8514208,2023-10-01 09:25:00,AAPL,149.74,87,buy,NYSE,2023-10-01 09:25:00,228
tx_8237465,2023-10-01 09:26:00,AAPL,149.39,100,sell,NASDAQ,2023-10-01 09:26:00,478
tx_1782405,2023-10-01 09:26:00,AAPL,149.39,98,buy,NYSE,2023-10-01 09:26:00,478
tx_2538263,2023-10-01 09:26:00,AAPL,149.39,66,sell,NYSE,2023-10-01 09:26:00,478
tx_2717419,2023-10-01 09:26:00,AAPL,149.39,32,sell,NYSE,2023-10-01 09:26:00,478
tx_3825035,2023-10-01 09:26:00,AAPL,149.39,17,sell,NASDAQ,2023-10-01 09:26:00,478
tx_6157301,2023-10-01 09:26:00,AAPL,149.39,17,sell,NYSE,2023-10-01 09:26:00,478
tx_3973519,2023-10-01 09:26:00,AAPL,149.39,35,buy,NASDAQ,2023-10-01 09:26:00,478
tx_4024143,2023-10-01 09:26:00,AAPL,149.39,14,sell,NASDAQ,2023-10-01 09:26:00,478
tx_5337893,2023-10-01 09:26:00,AAPL,149.39,47,sell,NYSE,2023-10-01 09:26:00,478
tx_5160043,2023-10-01 09:26:00,AAPL,149.39,52,sell,NASDAQ,2023-10-01 09:26:00,478
tx_6892019,2023-10-01 09:28:00,AAPL,149.41,20,buy,NYSE,2023-10-01 09:28:00,91
tx_1563370,2023-10-01 09:28:00,AAPL,149.41,56,buy,NYSE,2023-10-01 09:28:00,91
tx_9281219,2023-10-01 09:28:00,AAPL,149.41,15,buy,NYSE,2023-10-01 09:28:00,91
tx_9039826,2023-10-01 09:29:00,AAPL,149.44,61,sell,NYSE,2023-10-01 09:29:00,150
tx_5260983,2023-10-01 09:29:00,AAPL,149.44,89,buy,NYSE,2023-10-01 09:29:00,150
tx_3082706,2023-10-01 09:30:00,AAPL,149.73,28,buy,NYSE,2023-10-01 09:30:00,325
tx_8216086,2023-10-01 09:30:00,AAPL,149.73,9,buy,NYSE,2023-10-01 09:30:00,325
tx_3539825,2023-10-01 09:30:00,AAPL,149.73,97,buy,NYSE,2023-10-01 09:30:00,325
tx_4563007,2023-10-01 09:30:00,AAPL,149.73,57,buy,NASDAQ,2023-10-01 09:30:00,325
tx_5937534,2023-10-01 09:30:00,AAPL,149.73,34,sell,NASDAQ,2023-10-01 09:30:00,325
tx_8784388,2023-10-01 09:30:00,AAPL,149.73,100,buy,NYSE,2023-10-01 09:30:00,325
tx_2968972,2023-10-01 09:31:00,AAPL,149.58,32,buy,NASDAQ,2023-10-01 09:31:00,32
tx_3407466,2023-10-01 09:32:00,AAPL,149.82,37,sell,NYSE,2023-10-01 09:32:00,317
tx_2747491,2023-10-01 09:32:00,AAPL,149.82,35,sell,NASDAQ,2023-10-01 09:32:00,317
tx_2863984,2023-10-01 09:32:00,AAPL,149.82,72,buy,NYSE,2023-10-01 09:32:00,317
tx_9703541,2023-10-01 09:32:00,AAPL,149.82,54,sell,NYSE,2023-10-01 09:32:00,317
tx_1603896,2023-10-01 09:32:00,AAPL,149.82,25,buy,NYSE,2023-10-01 09:32:00,317
tx_9291805,2023-10-01 09:32:00,AAPL,149.82,13,buy,NASDAQ,2023-10-01 09:32:00,317
tx_2743655,2023-10-01 09:32:00,AAPL,149.82,81,buy,NYSE,2023-10-01 09:32:00,317
tx_5858198,2023-10-01 09:33:00,AAPL,150.12,46,buy,NASDAQ,2023-10-01 09:33:00,405
tx_1708135,2023-10-01 09:33:00,AAPL,150.12,84,sell,NYSE,2023-10-01 09:33:00,405
tx_8638347,2023-10-01 09:33:00,AAPL,150.12,33,buy,NASDAQ,2023-10-01 09:33:00,405
tx_5644079,2023-10-01 09:33:00,AAPL,150.12,24,buy,NASDAQ,2023-10-01 09:33:00,405
tx_9954158,2023-10-01 09:33:00,AAPL,150.12,58,buy,NYSE,2023-10-01 09:33:00,405
tx_8926840,2023-10-01 09:33:00,AAPL,150.12,91,buy,NASDAQ,2023-10-01 09:33:00,405
tx_5424740,2023-10-01 09:33:00,AAPL,150.12,24,sell,NASDAQ,2023-10-01 09:33:00,405
tx_1764771,2023-10-01 09:33:00,AAPL,150.12,45,buy,NASDAQ,2023-10-01 09:33:00,405
tx_8123016,2023-10-01 09:34:00,AAPL,150.44,51,buy,NYSE,2023-10-01 09:34:00,173
tx_2002804,2023-10-01 09:34:00,AAPL,150.44,23,buy,NYSE,2023-10-01 09:34:00,173
tx_2070734,2023-10-01 09:34:00,AAPL,150.44,99,sell,NYSE,2023-10-01 09:34:00,173
tx_9899138,2023-10-01 09:35:00,AAPL,150.46,6,sell,NASDAQ,2023-10-01 09:35:00,498
tx_5806411,2023-10-01 09:35:00,AAPL,150.46,86,buy,NYSE,2023-10-01 09:35:00,498
tx_7659301,2023-10-01 09:35:00,AAPL,150.46,31,sell,NYSE,2023-10-01 09:35:00,498
tx_6573937,2023-10-01 09:35:00,AAPL,150.46,54,buy,NASDAQ,2023-10-01 09:35:00,498
tx_1098629,2023-10-01 09:35:00,AAPL,150.46,33,sell,NYSE,2023-10-01 09:35:00,498
tx_9850361,2023-10-01 09:35:00,AAPL,150.46,85,buy,NASDAQ,2023-10-01 09:35:00,498
tx_2087831,2023-10-01 09:35:00,AAPL,150.46,59,sell,NYSE,2023-10-01 09:35:00,498
tx_7280502,2023-10-01 09:35:00,AAPL,150.46,81,sell,NYSE,2023-10-01 09:35:00,498
tx_3620423,2023-10-01 09:35:00,AAPL,150.46,57,buy,NYSE,2023-10-01 09:35:00,498
tx_3029917,2023-10-01 09:35:00,AAPL,150.46,6,sell,NYSE,2023-10-01 09:35:00,498
tx_7874543,2023-10-01 09:36:00,AAPL,150.73,96,sell,NYSE,2023-10-01 09:36:00,413
tx_4009735,2023-10-01 09:36:00,AAPL,150.73,21,buy,NYSE,2023-10-01 09:36:00,413
tx_2747789,2023-10-01 09:36:00,AAPL,150.73,92,buy,NASDAQ,2023-10-01 09:36:00,413
tx_6895762,2023-10-01 09:36:00,AAPL,150.73,80,sell,NASDAQ,2023-10-01 09:36:00,413
tx_4921984,2023-10-01 09:36:00,AAPL,150.73,19,buy,NASDAQ,2023-10-01 09:36:00,413
tx_4741640,2023-10-01 09:36:00,AAPL,150.73,42,buy,NASDAQ,2023-10-01 09:36:00,413
tx_6307612,2023-10-01 09:36:00,AAPL,150.73,11,buy,NASDAQ,2023-10-01 09:36:00,413
tx_8807302,2023-10-01 09:36:00,AAPL,150.73,52,buy,NASDAQ,2023-10-01 09:36:00,413
tx_1649457,2023-10-01 09:37:00,AAPL,150.52,59,sell,NASDAQ,2023-10-01 09:37:00,294
tx_1252032,2023-10-01 09:37:00,AAPL,150.52,35,buy,NASDAQ,2023-10-01 09:37:00,294
tx_9873254,2023-10-01 09:37:00,AAPL,150.52,40,sell,NYSE,2023-10-01 09:37:00,294
tx_5469138,2023-10-01 09:37:00,AAPL,150.52,7,buy,NYSE,2023-10-01 09:37:00,294
tx_5953740,2023-10-01 09:37:00,AAPL,150.52,94,buy,NYSE,2023-10-01 09:37:00,294
tx_7787899,2023-10-01 09:37:00,AAPL,150.52,25,sell,NYSE,2023-10-01 09:37:00,294
tx_1838026,2023-10-01 09:37:00,AAPL,150.52,34,buy,NYSE,2023-10-01 09:37:00,294
tx_2656119,2023-10-01 09:38:00,AAPL,151.02,69,sell,NASDAQ,2023-10-01 09:38:00,225
tx_8651374,2023-10-01 09:38:00,AAPL,151.02,74,buy,NYSE,2023-10-01 09:38:00,225
tx_4312596,2023-10-01 09:38:00,AAPL,151.02,82,buy,NYSE,2023-10-01 09:38:00,225
tx_7460491,2023-10-01 09:39:00,AAPL,151.38,7,sell,NASDAQ,2023-10-01 09:39:00,255
tx_2824239,2023-10-01 09:39:00,AAPL,151.38,47,sell,NYSE,2023-10-01 09:39:00,255
tx_5217987,2023-10-01 09:39:00,AAPL,151.38,60,sell,NASDAQ,2023-10-01 09:39:00,255
tx_5366603,2023-10-01 09:39:00,AAPL,151.38,88,buy,NASDAQ,2023-10-01 09:39:00,255
tx_2885291,2023-10-01 09:39:00,AAPL,151.38,53,buy,NYSE,2023-10-01 09:39:00,255
tx_6184174,2023-10-01 09:40:00,AAPL,151.61,23,buy,NASDAQ,2023-10-01 09:40:00,269
tx_4779963,2023-10-01 09:40:00,AAPL,151.61,80,sell,NYSE,2023-10-01 09:40:00,269
tx_9763651,2023-10-01 09:40:00,AAPL,151.61,70,sell,NYSE,2023-10-01 09:40:00,269
tx_8030589,2023-10-01 09:40:00,AAPL,151.61,19,buy,NASDAQ,2023-10-01 09:40:00,269
tx_5048558,2023-10-01 09:40:00,AAPL,151.61,13,buy,NYSE,2023-10-01 09:40:00,269
tx_5904546,2023-10-01 09:40:00,AAPL,151.61,64,buy,NASDAQ,2023-10-01 09:40:00,269
tx_8964447,2023-10-01 09:41:00,AAPL,151.2,34,buy,NYSE,2023-10-01 09:41:00,415
tx_2982400,2023-10-01 09:41:00,AAPL,151.2,40,sell,NYSE,2023-10-01 09:41:00,415
tx_1318491,2023-10-01 09:41:00,AAPL,151.2,24,sell,NYSE,2023-10-01 09:41:00,415
tx_3156784,2023-10-01 09:41:00,AAPL,151.2,40,buy,NASDAQ,2023-10-01 09:41:00,415
tx_6551502,2023-10-01 09:41:00,AAPL,151.2,97,sell,NYSE,2023-10-01 09:41:00,415
tx_7247354,2023-10-01 09:41:00,AAPL,151.2,60,buy,NASDAQ,2023-10-01 09:41:00,415
tx_1736897,2023-10-01 09:41:00,AAPL,151.2,80,sell,NYSE,2023-10-01 09:41:00,415
tx_9442374,2023-10-01 09:41:00,AAPL,151.2,40,buy,NYSE,2023-10-01 09:41:00,415
tx_4239614,2023-10-01 09:42:00,AAPL,151.32,49,buy,NYSE,2023-10-01 09:42:00,49
tx_1032966,2023-10-01 09:43:00,AAPL,150.98,15,sell,NYSE,2023-10-01 09:43:00,136
tx_9620572,2023-10-01 09:43:00,AAPL,150.98,77,buy,NASDAQ,2023-10-01 09:43:00,136
tx_9250198,2023-10-01 09:43:00,AAPL,150.98,44,buy,NASDAQ,2023-10-01 09:43:00,136
tx_2326844,2023-10-01 09:44:00,AAPL,150.81,67,buy,NASDAQ,2023-10-01 09:44:00,254
tx_5617769,2023-10-01 09:44:00,AAPL,150.81,99,buy,NASDAQ,2023-10-01 09:44:00,254
tx_1660015,2023-10-01 09:44:00,AAPL,150.81,88,buy,NASDAQ,2023-10-01 09:44:00,254
tx_8309124,2023-10-01 09:45:00,AAPL,150.81,19,buy,NYSE,2023-10-01 09:45:00,438
tx_6769328,2023-10-01 09:45:00,AAPL,150.81,66,buy,NYSE,2023-10-01 09:45:00,438
tx_9357766,2023-10-01 09:45:00,AAPL,150.81,46,buy,NASDAQ,2023-10-01 09:45:00,438
tx_5853400,2023-10-01 09:45:00,AAPL,150.81,67,sell,NYSE,2023-10-01 09:45:00,438
tx_4046474,2023-10-01 09:45:00,AAPL,150.81,86,sell,NYSE,2023-10-01 09:45:00,438
tx_9723035,2023-10-01 09:45:00,AAPL,150.81,24,buy,NYSE,2023-10-01 09:45:00,438
tx_9384559,2023-10-01 09:45:00,AAPL,150.81,49,buy,NASDAQ,2023-10-01 09:45:00,438
tx_4553044,2023-10-01 09:45:00,AAPL,150.81,81,sell,NASDAQ,2023-10-01 09:45:00,438
tx_6955234,2023-10-01 09:46:00,AAPL,150.53,45,sell,NYSE,2023-10-01 09:46:00,259
tx_9341478,2023-10-01 09:46:00,AAPL,150.53,65,buy,NASDAQ,2023-10-01 09:46:00,259
tx_8317287,2023-10-01 09:46:00,AAPL,150.53,35,buy,NASDAQ,2023-10-01 09:46:00,259
tx_7551836,2023-10-01 09:46:00,AAPL,150.53,66,sell,NYSE,2023-10-01 09:46:00,259
tx_9330682,2023-10-01 09:46:00,AAPL,150.53,6,buy,NYSE,2023-10-01 09:46:00,259
tx_5692243,2023-10-01 09:46:00,AAPL,150.53,5,buy,NASDAQ,2023-10-01 09:46:00,259
tx_4965289,2023-10-01 09:46:00,AAPL,150.53,18,sell,NASDAQ,2023-10-01 09:46:00,259
tx_3074831,2023-10-01 09:46:00,AAPL,150.53,19,buy,NYSE,2023-10-01 09:46:00,259
tx_8266240,2023-10-01 09:47:00,AAPL,150.28,60,sell,NASDAQ,2023-10-01 09:47:00,265
tx_8916603,2023-10-01 09:47:00,AAPL,150.28,31,sell,NYSE,2023-10-01 09:47:00,265
tx_4020907,2023-10-01 09:47:00,AAPL,150.28,79,buy,NYSE,2023-10-01 09:47:00,265
tx_9891620,2023-10-01 09:47:00,AAPL,150.28,95,buy,NYSE,2023-10-01 09:47:00,265
tx_7250740,2023-10-01 09:48:00,AAPL,150.27,64,buy,NASDAQ,2023-10-01 09:48:00,224
tx_8291256,2023-10-01 09:48:00,AAPL,150.27,44,buy,NYSE,2023-10-01 09:48:00,224
tx_2887869,2023-10-01 09:48:00,AAPL,150.27,82,sell,NASDAQ,2023-10-01 09:48:00,224
tx_7053838,2023-10-01 09:48:00,AAPL,150.27,34,buy,NYSE,2023-10-01 09:48:00,224
tx_4140252,2023-10-01 09:49:00,AAPL,150.54,21,sell,NASDAQ,2023-10-01 09:49:00,54
tx_1820713,2023-10-01 09:49:00,AAPL,150.54,33,sell,NYSE,2023-10-01 09:49:00,54
tx_6582022,2023-10-01 09:50:00,AAPL,150.55,33,buy,NASDAQ,2023-10-01 09:50:00,33
tx_4634200,2023-10-01 09:51:00,AAPL,150.73,66,buy,NASDAQ,2023-10-01 09:51:00,402
tx_8916577,2023-10-01 09:51:00,AAPL,150.73,12,buy,NASDAQ,2023-10-01 09:51:00,402
tx_9911536,2023-10-01 09:51:00,AAPL,150.73,12,sell,NASDAQ,2023-10-01 09:51:00,402
